sk_tipoViolacao,violacao
5ae5b96e-acf5-4f97-83a1-66c61c6fcc09,VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO
5c5ba6f1-83eb-4fd4-8031-ff60f2fbf61f,VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
b1f21c8c-dda2-4f35-8954-45db9de538b6,VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
54546137-7d1b-4a6f-ab21-9552bc7f36d6,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
f7ded04e-bfd7-450f-b109-c97586afdf08,VIOLENCIA>PSICOLOGICA.TORTURA PSI QUICA>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO
6bf390bf-a778-4dac-aea0-9f1c365a253b,VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>VIOLACOES>GERAIS.EXPLORACAO DO TRABALHO INFANTIL
ee1afeb3-993c-438d-8e86-b5256923319e,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>AGRESSAO>HONRA.ASSEDIO MORAL OBJETIVO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO
1f0343e0-0730-41c5-bed7-6e76660203bd,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.SITUACAO DE RUA> ABANDONO MATERIAL>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
3f7e4d17-4784-43af-9b7a-5df010573f27,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.OUTROS>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA
ed1977b5-8be2-4b60-b6a2-1b44afafde33,VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA
b46419fc-531e-4bf6-9aee-f0472716f014,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.SITUACAO DE RUA> ABANDONO MATERIAL>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA>VIOLENCIA>VIOLACOES>GERAIS.EXPLORACAO DO TRABALHO INFANTIL
b40b2314-8a23-411b-9ada-1ac6672c859e,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA ECONOMICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
49e12bc2-8437-4aa9-ad2f-edcdfe74ae8e,VIOLENCIA>FISICA.SITUACAO DE RUA> ABANDONO MATERIAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL
75ee058a-808a-485d-9a9a-9b4f5be25194,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>AGRESSAO>HONRA.ASSEDIO MORAL OBJETIVO
140bfd60-21da-43aa-adac-b8584d3a7229,VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.INSUBSISTENCIA INTELECTUAL>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>AGRESSAO>HONRA.ASSEDIO MORAL OBJETIVO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.TRABALHO ESCRAVO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL FISICA > ESTUPRO
65c2e294-3c02-45a2-80c6-301d8d2e7241,VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.INSUBSISTENCIA INTELECTUAL>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL
ab87eae4-6310-42f9-b4e6-1edf4a35fdb8,VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.SITUACAO DE RUA> ABANDONO MATERIAL>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA
df88159f-fa9a-4bc1-8689-5d150147ccb5,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
984bb013-5e32-490d-8533-b4dd0da55c04,VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>AGRESSAO>LIBERDADE>CIVIL.CIDADANIA>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
7525b921-01ca-4418-8276-2c8f43ac5c7d,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA CONTRA A LIBERDADE DE EXPRESSAO
116f0641-ef47-46d1-a3a9-e317468f9560,VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.FALTA DE ACESSIBILIDADE>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.DIREITOS DE REPRODUCAO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE MATERIAL>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
607ffa8a-f81d-4ab3-8480-f67114220965,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.FALTA DE ACESSIBILIDADE>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
b55ab4f2-0bb3-4143-b39d-ea4f5733f4c3,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>CRIME>VIDA.TENTATIVA DE FEMINICIDIO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL PSIQUICA > ASSEDIO SEXUAL>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL FISICA > ESTUPRO
653f1c52-e857-4f14-9e8c-1ea513c3013a,VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
018b96b3-227d-4a9b-a0cc-d08807f5e384,VIOLENCIA DOMESTICA E FAMILIAR.VIOLENCIA FISICA>VIOLENCIA DOMESTICA E FAMILIAR.TENTATIVA DE FEMINICIDIO>VIOLENCIA DOMESTICA E FAMILIAR.VIOLENCIA PSICOLOGICA>VIOLENCIA DOMESTICA E FAMILIAR.VIOLENCIA PATRIMONIAL>VIOLENCIA DOMESTICA E FAMILIAR.VIOLENCIA MORAL
cbefb3d6-e1c9-43ad-b5f1-d002e044ee5a,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.INJURIA
1377481b-20b4-48e7-be6a-3b28b71c38db,VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.SITUACAO DE RUA> ABANDONO MATERIAL>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA
0bdcb7ca-c48f-4d32-8ac3-653da7d5fe07,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>HONRA.INJURIA
baaeffa8-dc43-4b93-819d-2e1b9d5ec8fd,VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>CRIME>VIDA.TENTATIVA DE FEMINICIDIO>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL FISICA > ESTUPRO
f0071498-a129-4636-9da0-b89810c9f8a7,VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE
2e1d9d20-23e5-4ac6-a9ac-b9156192bf24,VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.INSUBSISTENCIA INTELECTUAL>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.EXPOSICAO
4892c0f5-2e73-4e88-b7b5-ae60977393f7,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
7c38e6c0-64c7-4efc-8c4c-f887d16ac34e,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>CRIME>VIDA.TENTATIVA DE FEMINICIDIO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL
374868ee-a646-4823-bfce-f22a9a4e0b70,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
297abd28-88ea-4c4a-912c-29e3d8ba092e,VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL
e849ba46-b509-49dc-8838-6ce81da87b79,VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.INSUBSISTENCIA INTELECTUAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>VIOLACOES>GERAIS.EXPLORACAO DO TRABALHO INFANTIL>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
6fb59591-20e2-4046-9573-15e8a940cc4e,VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
6ec28f21-d144-4d93-a944-8c338795dad4,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
046264ed-67a3-403b-8cd5-5c539ba82d72,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA
87901066-209f-4cd2-b3f9-abc2ae3774f5,VIOLENCIA>FISICA.SITUACAO DE RUA> ABANDONO MATERIAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO
b2a5da74-daf4-46ac-8beb-fa464501657e,VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.ASSEDIO MORAL OBJETIVO>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL
76b41e94-c95b-4fd4-abd3-caaa9ac7ddc9,VIOLENCIA>FISICA.OUTROS>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.FALTA DE ACESSIBILIDADE>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA CONTRA A LIBERDADE DE EXPRESSAO>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE MATERIAL>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL
0d04a916-8c9e-4bba-8b0e-7104c7e1df7e,VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>LIBERDADE>CIVIL.PROPRIEDADE > PATRIMONIO MATERIAL>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA ECONOMICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
