sk_tipoViolacao,violacao
15281ff4-6dea-46cb-9527-f9f12f7f5d43,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL
9fdaf9c1-70b2-4598-8fcf-7aa0eb1dc88c,VIOLENCIA DOMESTICA E FAMILIAR.TENTATIVA DE FEMINICIDIO>VIOLENCIA DOMESTICA E FAMILIAR.CARCERE PRIVADO>VIOLENCIA DOMESTICA E FAMILIAR.VIOLENCIA MORAL>VIOLENCIA DOMESTICA E FAMILIAR.VIOLENCIA FISICA>VIOLENCIA DOMESTICA E FAMILIAR.VIOLENCIA PATRIMONIAL>VIOLENCIA DOMESTICA E FAMILIAR.VIOLENCIA PSICOLOGICA
7e6fa1e1-f124-447a-a01e-e626194c8a66,VIOLENCIA>FISICA.INSUBSISTENCIA INTELECTUAL>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.ASSEDIO MORAL OBJETIVO>VIOLENCIA>AGRESSAO>LIBERDADE>CIVIL.PROPRIEDADE > PATRIMONIO MATERIAL>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA ECONOMICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE MATERIAL>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
d84d879a-e241-4b13-af58-2bd3a7dbd55c,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.FALTA DE ACESSIBILIDADE>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
51bcebda-c3cf-4438-aadf-be2084e971c5,VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL FISICA > ESTUPRO
b938942a-1f33-4ce3-8090-14761a359168,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
27766a0e-72f2-4e15-9ab8-b3f2f8cad900,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO
19a0c2ec-03bd-42ed-a1e3-6f95d960bfc1,VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.SITUACAO DE RUA> ABANDONO MATERIAL>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.ALIENACAO PARENTAL
e9b944a3-1242-46b7-95f0-e69a8d9e8f4b,VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA
12e57c08-6ee6-47bc-a257-4f45737860c3,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA CONTRA A LIBERDADE DE EXPRESSAO
bfc5b3b1-8f42-4bae-b313-9da4358f8140,VIOLENCIA>FISICA.OUTROS>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.EXPOSICAO
f5f7b204-3876-475a-b601-734db3656297,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.INSUBSISTENCIA INTELECTUAL>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.SITUACAO DE RUA> ABANDONO MATERIAL>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE MATERIAL>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA CONTRA A LIBERDADE DE EXPRESSAO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL
33374d8c-4bfe-48a8-bdeb-749b6e984702,VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL FISICA > ESTUPRO
437a27e0-66eb-4175-8be9-4a0fca1bc64a,VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>HONRA.INJURIA
31e72886-ade1-4acc-a1fd-7aa19f8b7ecc,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.INSUBSISTENCIA INTELECTUAL>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA CONTRA A LIBERDADE DE EXPRESSAO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA
1d10862a-103c-4cec-b3fb-1366be35e1e8,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.ALIENACAO PARENTAL>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA
421e0a03-cacc-4aba-bfeb-f03def97174f,VIOLENCIA>FISICA.INSUBSISTENCIA INTELECTUAL>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.FALTA DE ACESSIBILIDADE>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL
00fa64ba-c1e7-46a3-919b-19571ca1d40c,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA
7fa50972-7d90-4072-b996-0aedfe0fc895,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>CRIME>VIDA.TENTATIVA DE FEMINICIDIO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA
3354425d-a343-45a6-8459-2a4c1554a37b,VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>LIBERDADE>CIVIL.PROPRIEDADE > PATRIMONIO MATERIAL>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA ECONOMICA
997b5e78-aa14-40ee-a6d9-4702c5c64168,VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.ASSEDIO MORAL OBJETIVO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL FISICA > ABUSO SEXUAL FISICO>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL PSIQUICA > ABUSO SEXUAL PSIQUICO
8c1621ea-04b7-44b3-a51e-fef95ceccc9f,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA
5fce1d29-253f-4ec0-ae36-918c20961056,VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.INSUBSISTENCIA INTELECTUAL>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.FALTA DE ACESSIBILIDADE>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE MATERIAL>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL
9f6e18c1-c3e6-4bc9-9e95-1106a95df47d,VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.DIREITOS DE REPRODUCAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.FALTA DE ACESSIBILIDADE>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO>VIOLENCIA>AGRESSAO>LIBERDADE>CIVIL.LIVRE EXERCICIO DO PODER FAMILIAR>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE FORMAL
49828e99-3ed6-4229-a98a-aa2879ed99df,VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.EXPOSICAO
76f59472-992d-4c0b-8264-cdefa8baca8d,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
2adfc29d-17ad-4116-a8a5-35a82842eb04,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
b46fd269-62a2-4cc6-bfc3-0d91bc076d53,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO
ba88ddac-9dbd-471a-aac1-8c6b17ede745,VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>AGRESSAO>HONRA.ASSEDIO MORAL OBJETIVO
3ad49cd1-0b8f-49c2-ac9d-33912c0975b9,VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.SITUACAO DE RUA> ABANDONO MATERIAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>HONRA.ASSEDIO MORAL OBJETIVO>VIOLENCIA>VIOLACOES>GERAIS.AGRESSOES QUE VIOLAM O DIREITO A IGUALDADE MATERIAL
a76dc0ba-2990-478c-b41d-1e4bd023af75,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>CRIME>VIDA.TENTATIVA DE FEMINICIDIO>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL PSIQUICA > ABUSO SEXUAL PSIQUICO>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL FISICA > ABUSO SEXUAL FISICO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA ECONOMICA
7fe9bda5-c246-4fb7-9bcc-249c9515c152,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL FISICA > ESTUPRO
98d7fffd-fe1a-4c11-a5a5-482854f0c778,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.ALIENACAO PARENTAL>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.AUTONOMIA DE VONTADE
ed57f90b-b27e-4936-bc18-3e784af76966,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.EXPOSICAO
46b703ac-2495-480e-872f-7edce6db632d,VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>CRIME>VIDA.TENTATIVA DE FEMINICIDIO>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.CALUNIA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA FISICA>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
67a4fe3c-95b7-4f95-9f7f-0b1beaa0cb67,VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
94f5ff5b-db1e-4001-9ea6-f36d440e5ce9,VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO>VIOLENCIA>VIOLACOES>GERAIS.LIBERDADE SEXUAL FISICA > ESTUPRO
db9efdaf-7477-42ce-99a2-114732aa2b85,VIOLENCIA>FISICA.EXPOSICAO DE RISCO A SAUDE>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.CALUNIA
c4218e0a-d412-4d20-92ba-dcacb3aa29be,VIOLENCIA>FISICA.TORTURA FISICA>VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.AGRESSAO>VIAS DE FATO>VIOLENCIA>FISICA.LESAO CORPORAL
d2762191-6f0b-40a8-baae-ac0e9a240f69,VIOLENCIA>FISICA.MAUS TRATOS>VIOLENCIA>FISICA.INSUBSISTENCIA MATERIAL>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>AGRESSAO>HONRA.INJURIA>VIOLENCIA>AGRESSAO>HONRA.DIFAMACAO>VIOLENCIA>VIOLACOES>GERAIS.VIOLENCIA PATRIMONIAL
a0e11057-6a0b-4bad-872a-28e3cb5e81a2,VIOLENCIA>PSICOLOGICA.EXPOSICAO>VIOLENCIA>PSICOLOGICA.INSUBSISTENCIA AFETIVA>VIOLENCIA>PSICOLOGICA.CONSTRANGIMENTO>VIOLENCIA>PSICOLOGICA.ASSEDIO MORAL>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA
9b50e849-44d1-4705-b3fe-acc3cee3f698,VIOLENCIA>PSICOLOGICA.TORTURA PSIQUICA>VIOLENCIA>PSICOLOGICA.AMEACA>COACAO>VIOLENCIA>AGRESSAO>DIREITO>LIBERDADE.CARCERE PRIVADO>VIOLENCIA>VIOLACOES>GERAIS.CRIMES CONTRA A SEGURANCA PSIQUICA
